Circuit,Initial time,Schedule time,Transfer time,Simulation time,Power consumption,Energy consumption,Tableau partitions,Tableau memory,Tableau step speed,Circuit memory,Average of parallel gates,Clifford gates
q348000,0.05,3010.05,0.00,118.29,49.43,5.85,2.00,19250.76,325478.66,3.20,245450.00,245450.00
q349000,0.05,2973.99,0.00,117.87,49.59,5.84,2.00,19365.99,328604.69,3.21,246145.00,246145.00
q350000,0.05,3062.13,0.00,120.27,51.75,6.22,2.00,19472.66,323813.04,3.22,246859.00,246859.00
q351000,0.06,3029.55,0.00,120.19,49.09,5.90,2.00,19588.55,325973.32,3.23,247574.00,247574.00
q352000,0.06,3053.55,0.00,120.40,51.37,6.19,2.00,19695.83,327163.85,3.24,248298.00,248298.00
q353000,0.05,3185.02,0.00,121.74,46.04,5.60,2.00,19806.99,325387.89,3.25,249058.00,249058.00
q354000,0.06,3095.08,0.00,132.19,49.60,6.56,2.00,19923.87,301439.57,3.26,249776.00,249776.00
q355000,0.06,3133.10,0.00,122.18,51.61,6.31,2.00,20032.06,327902.76,3.27,250492.00,250492.00
q356000,0.05,3137.52,0.00,123.23,48.47,5.97,2.00,20149.60,327029.80,3.27,251177.00,251177.00
q357000,0.05,3129.93,0.00,123.77,44.58,5.52,2.00,20262.04,327426.39,3.28,251877.00,251877.00
q358000,0.08,3214.28,0.00,124.17,49.06,6.09,2.00,20371.15,328115.91,3.29,252564.00,252564.00
q359000,0.06,3168.38,0.00,124.91,47.18,5.89,2.00,20489.68,328077.66,3.30,253251.00,253251.00
q360000,0.03,3175.91,0.00,126.69,50.27,6.37,2.00,20599.39,325197.56,3.31,253979.00,253979.00
q361000,0.06,3207.63,0.00,127.17,47.14,5.99,2.00,20718.58,325845.91,3.32,254698.00,254698.00
q362000,0.05,3232.39,0.00,128.18,49.27,6.32,2.00,20832.59,325043.30,3.33,255430.00,255430.00
q363000,0.05,3258.09,0.00,128.95,50.33,6.49,2.00,20943.22,324829.57,3.34,256145.00,256145.00
q364000,0.05,3319.02,0.00,139.25,49.81,6.94,2.00,21063.40,302523.19,3.35,256865.00,256865.00
q365000,0.09,3287.85,0.00,131.11,52.03,6.82,2.00,21183.93,323139.14,3.36,257591.00,257591.00
q366000,0.05,3357.40,0.00,130.71,50.09,6.55,2.00,21295.49,325847.36,3.37,258327.00,258327.00
q367000,0.05,3332.01,0.00,130.36,45.10,5.88,2.00,21411.07,328500.92,3.38,259044.00,259044.00
q368000,0.05,3351.20,0.00,131.21,45.60,5.98,2.00,21523.22,328077.23,3.38,259723.00,259723.00
q369000,0.06,3373.21,0.00,131.67,48.74,6.42,2.00,21645.05,328772.30,3.40,260428.00,260428.00
q370000,0.05,3403.28,0.00,132.43,48.46,6.42,2.00,21767.23,328746.76,3.40,261153.00,261153.00
q371000,0.05,3402.21,0.00,133.98,51.93,6.96,2.00,21880.31,326618.57,3.41,261853.00,261853.00
q372000,0.05,3385.88,0.00,136.09,49.48,6.73,2.00,21997.47,323270.11,3.42,262545.00,262545.00
q373000,0.09,3460.22,0.00,135.23,48.66,6.58,2.00,22120.63,327160.56,3.43,263229.00,263229.00
q374000,0.05,3532.59,0.00,147.50,49.75,7.34,2.00,22234.62,301483.45,3.44,263935.00,263935.00
q375000,0.06,3481.18,0.00,138.28,52.36,7.24,2.00,22358.45,323388.95,3.45,264620.00,264620.00
q376000,0.05,3520.94,0.00,137.56,47.91,6.59,2.00,22473.05,326746.73,3.46,265349.00,265349.00
q377000,0.06,3513.12,0.00,138.37,48.91,6.77,2.00,22591.78,326539.49,3.47,266041.00,266041.00
q378000,0.05,3511.16,0.00,141.46,45.96,6.50,2.00,22716.60,321174.42,3.48,266762.00,266762.00
q379000,0.05,3544.76,0.00,139.92,44.69,6.25,2.00,22832.12,326351.44,3.49,267474.00,267474.00
q380000,0.08,3593.39,0.00,140.17,48.94,6.86,2.00,22957.59,327568.14,3.50,268194.00,268194.00
q381000,0.02,3618.35,0.00,152.57,49.20,7.51,3.00,15385.06,302519.12,3.50,268926.00,268926.00
q382000,0.05,3665.05,0.00,154.38,53.38,8.24,3.00,15464.63,300523.27,3.51,269601.00,269601.00
q383000,0.08,3674.33,0.00,151.81,47.20,7.17,3.00,15546.99,307225.59,3.52,270308.00,270308.00
q384000,0.06,3642.14,0.00,155.15,48.75,7.56,3.00,15626.97,302158.91,3.53,271027.00,271027.00
q385000,0.06,3696.46,0.00,155.31,50.01,7.77,3.00,15709.77,303444.48,3.54,271757.00,271757.00
q386000,0.05,3657.10,0.00,156.33,49.40,7.72,3.00,15792.79,303065.39,3.55,272460.00,272460.00
q387000,0.06,3710.61,0.00,158.86,48.56,7.71,3.00,15867.49,299659.94,3.56,273198.00,273198.00
q388000,0.05,3680.14,0.00,158.31,52.17,8.26,3.00,15956.84,302378.06,3.57,273916.00,273916.00
q389000,0.05,3761.30,0.00,158.24,48.26,7.64,3.00,16040.51,304108.50,3.58,274592.00,274592.00
q390000,0.05,3827.96,0.00,159.56,45.35,7.24,3.00,16121.75,303110.60,3.59,275292.00,275292.00
q391000,0.05,3815.58,0.00,160.67,47.15,7.58,3.00,16199.87,302473.50,3.60,276002.00,276002.00
q392000,0.06,3985.39,0.00,161.73,46.83,7.58,3.00,16281.51,302008.68,3.61,276710.00,276710.00
q393000,0.09,3853.36,0.00,161.86,57.64,9.33,3.00,16366.03,303342.82,3.62,277404.00,277404.00
q394000,0.07,4071.49,0.00,162.44,57.53,9.34,3.00,16456.77,303922.10,3.62,278128.00,278128.00
q395000,0.08,3888.25,0.00,163.71,55.44,9.08,3.00,16533.03,302962.65,3.63,278833.00,278833.00
q396000,0.05,3891.73,0.00,164.61,54.52,8.97,3.00,16618.19,302867.49,3.64,279532.00,279532.00
q397000,0.05,3958.90,0.00,165.41,57.71,9.55,3.00,16703.56,302956.63,3.65,280241.00,280241.00
q398000,0.09,3992.75,0.00,163.20,56.35,9.20,3.00,16786.46,308581.62,3.66,280941.00,280941.00
q399000,0.06,4149.49,0.00,166.90,52.70,8.80,3.00,16872.27,303281.77,3.67,281629.00,281629.00
q400000,0.06,3966.78,0.00,167.62,52.42,8.79,3.00,16955.59,303468.46,3.68,282352.00,282352.00
