Circuit,Initial time,Schedule time,Transfer time,Simulation time,Tableau partitions,Tableau memory,Tableau step speed,Circuit memory,Average of parallel gates,Clifford gates
q307000_d100,591.15,343.27,0,14587.3,1,22470.75,154043.26,278.14,211059.61,21105961
q308000_d100,601.83,344.83,0,14480.69,1,22617.38,156189.97,279.04,211745.97,21174597
q309000_d100,599.4,348.75,0,14765.47,1,22764.48,154173.8,279.95,212442.68,21244268
q310000_d100,596.88,346.94,0,14683.1,1,22912.06,156043.77,280.84,213107.7,21310770
q311000_d100,606.9,352.46,0,14864.8,1,23060.12,155132.45,281.76,213810.22,21381022
q312000_d100,604.89,353.86,0,14853.82,1,23208.65,156247.06,282.67,214494.15,21449415
q313000_d100,623.34,360.77,0,15040.94,1,23357.67,155293.97,283.55,215160.31,21516031
q314000_d100,626.48,361.54,0,19977.6,2,15671.64,156892.07,284.47,215856.3,21585630
q315000_d100,628.81,362.11,0,20254.17,2,15771.41,155734.99,285.4,216574.5,21657450
q316000_d100,627.38,363.84,0,19642.17,2,15871.51,161606.45,286.28,217233.81,21723381
q317000_d100,629.77,364.76,0,20319.22,2,15972.52,157215.89,287.2,217945.4,21794540
q318000_d100,629.43,361.63,0,20241.08,2,16073.25,158818.1,288.12,218641.16,21864116
q319000_d100,621,358.26,0,20640.03,2,16174.3,156727.43,289,219296.56,21929656
q320000_d100,622.07,359.38,0,20705.93,2,16276.27,157213.65,289.91,219995.91,21999591
q321000_d100,621.05,360.71,0,21020.46,2,16377.95,155828.64,290.82,220678.56,22067856
q322000_d100,629.47,370.1,0,21029.88,2,16479.95,156728.92,291.73,221372.68,22137268
q323000_d100,630.54,363.81,0,21178.88,2,16582.88,156598.27,292.62,222046.52,22204652
q324000_d100,632.45,365.72,0,21000.52,2,16685.51,158905.69,293.53,222730.34,22273034
q325000_d100,626.94,364.12,0,21082.2,2,16788.46,159266.66,294.41,223394.42,22339442
q326000_d100,623.3,363.92,0,21763.69,2,16892.35,155234.27,295.34,224109.48,22410948
q327000_d100,629.05,366.84,0,21787.6,2,16995.93,156014.72,296.25,224806.75,22480675
q328000_d100,628.4,367.57,0,21637.58,2,17099.83,158056.79,297.16,225498.4,22549840
q329000_d100,637.69,369.58,0,21631.89,2,17204.68,159067.74,298.06,226170.42,22617042
q330000_d100,629.33,377.72,0,21782.46,2,17309.22,158928.05,298.96,226855.92,22685592
q331000_d100,633,370.57,0,22276.44,2,17414.07,156345.15,299.88,227565.35,22756535
q332000_d100,645.63,377.45,0,22230.29,2,17519.87,157621.6,300.79,228253.13,22825313
q333000_d100,644.4,374.29,0,22671.64,2,17625.36,155483.73,301.69,228926.42,22892642
q334000_d100,640.36,374.19,0,22852.55,2,17731.16,155178.83,302.6,229624.84,22962484
q335000_d100,645.09,375.93,0,22999.36,2,17837.92,155116.71,303.49,230287.38,23028738
q336000_d100,647.04,377.28,0,20793.15,2,17944.36,172598.81,304.42,231005.16,23100516
q337000_d100,650.16,402.13,0,23196.96,2,18051.12,155633.46,305.31,231680.61,23168061
q338000_d100,651.21,381.01,0,23767.82,2,18158.84,152801.91,306.24,232389.28,23238928
q339000_d100,652.42,381.89,0,23977.6,2,18266.23,152360.78,307.13,233065.21,23306521
q340000_d100,657.29,384.66,0,23822.71,2,18373.94,154255.65,308.04,233758.8,23375880
q341000_d100,672.66,389.44,0,24374.86,2,18482.61,151653.07,308.93,234416.92,23441692
q342000_d100,650.19,382.63,0,23984.09,2,18590.95,155027.37,309.85,235129.08,23512908
q343000_d100,653.44,385,0,24172.58,2,18699.61,154717.59,310.76,235819.92,23581992
q344000_d100,661.4,388.81,0,24432.95,2,18809.25,153966.21,311.66,236497,23649700
q345000_d100,666.34,389.41,0,25057.68,2,18918.54,150999.97,312.56,237181.41,23718141
q346000_d100,658.35,387.04,0,25263.01,2,19028.15,150640.42,313.46,237860.93,23786093
q347000_d100,662.12,393.77,0,24628.9,2,19138.74,155416.97,314.36,238543.73,23854373
q348000_d100,663.61,389.38,0,24654.06,2,19248.99,156152.73,315.29,239254.56,23925456
q349000_d100,663.35,390.83,0,25072.52,2,19359.55,154428.44,316.18,239916.4,23991640
q350000_d100,665.68,392.17,0,25104.89,2,19471.1,155118.02,317.1,240630.24,24063024
q351000_d100,671.98,391.9,0,25459.26,2,19582.3,153832.43,318.01,241322,24132200
q352000_d100,675.41,395.48,0,25354.45,2,19693.81,155348.01,318.9,241987.37,24198737
q353000_d100,692.89,404.59,0,25682.04,2,19806.32,154242.59,319.81,242680.19,24268019
q354000_d100,687.51,399.9,0,25514.9,2,19918.47,156132.1,320.72,243372.94,24337294
q355000_d100,683.26,398.87,0,26030.25,2,20030.94,153905.06,321.62,244054.96,24405496
q356000_d100,682.42,400.93,0,25450.75,2,20144.4,158301.04,322.53,244752.37,24475237
q357000_d100,682.22,399.47,0,26679.51,2,20257.5,151858.11,323.44,245444.28,24544428
q358000_d100,678.91,401.23,0,26655.03,2,20370.92,152848.59,324.35,246131.11,24613111
q359000_d100,682.87,401.4,0,26477.99,2,20485.34,154734.85,325.25,246808.4,24680840
q360000_d100,692.46,405.28,0,26446.63,2,20599.39,155780.87,326.14,247484.66,24748466
q361000_d100,694.23,407.18,0,26830.64,2,20713.76,154403.81,327.06,248189.13,24818913
q362000_d100,699.14,420.89,0,27150.48,2,20829.14,153434.79,327.94,248836.36,24883636
q363000_d100,701.22,413.03,0,27332.77,2,20944.15,153253,328.86,249545.22,24954522
q364000_d100,706.28,414.68,0,26794.62,2,21059.47,157191.75,329.77,250238.94,25023894
q365000_d100,710.31,419.01,0,27387.04,2,21175.81,154641.08,330.7,250950.12,25095012
q366000_d100,706.31,412.51,0,27273.5,2,21291.76,156135.19,331.59,251618.23,25161823
q367000_d100,697.32,410.57,0,27768.96,2,21408.04,154186.83,332.46,252267.88,25226788
q368000_d100,708.16,414.23,0,27694.04,2,21525.33,155451,333.37,252952.98,25295298
q369000_d100,705.77,415.86,0,28307.78,2,21642.24,152906.63,334.29,253666.36,25366636
q370000_d100,701.96,415.32,0,28335.84,2,21759.46,153582.64,335.22,254377.27,25437727
q371000_d100,710.72,442.15,0,28260.35,2,21877.71,154829.77,336.11,255047.46,25504746
q372000_d100,713.6,419.25,0,28013.01,2,21995.57,157038.29,337.01,255725.46,25572546
q373000_d100,714.9,420.77,0,28379.77,2,22113.75,155841.68,337.92,256418.13,25641813
q374000_d100,716.86,421.64,0,28983.47,2,22232.96,153418.22,338.84,257121.26,25712126
q375000_d100,715.15,422.46,0,29158.47,2,22351.77,153312.36,339.75,257814.63,25781463
q376000_d100,714.01,420.75,0,28854.37,2,22470.9,155753.87,340.65,258492.68,25849268
q377000_d100,729.79,430.52,0,29048.37,2,22591.07,155541.03,341.55,259170.14,25917014
q378000_d100,720.79,425.65,0,29066.35,2,22710.83,156268.86,342.48,259890.04,25989004
q379000_d100,712.82,425.87,0,29551.73,2,22830.91,154514.87,343.39,260591.48,26059148
q380000_d100,730.38,427.38,0,29500.55,2,22952.03,155604.12,344.28,261257.12,26125712
q381000_d100,719,427.12,0,30085.58,2,23072.75,153380.79,345.19,261945.15,26194515
q382000_d100,731.13,431.12,0,30309.66,2,23193.78,153045.48,346.08,262614.29,26261429
q383000_d100,731.79,431.99,0,30145.18,2,23315.86,154690.48,347,263317.15,26331715
q384000_d100,736.3,433.34,0,30331.11,3,15624.78,154542.1,347.9,263993.84,26399384
q385000_d100,728.12,433.51,0,30778.9,3,15706.59,153091.12,348.8,264679.95,26467995
q386000_d100,727.97,433.44,0,31255.12,3,15788.61,151545.87,349.71,265366.43,26536643
q387000_d100,739.57,436.47,0,30505.83,3,15870.11,156069.64,350.62,266057.48,26605748
q388000_d100,756.04,448.92,0,30319.67,3,15951.83,157836.4,351.51,266737.42,26673742
q389000_d100,740.22,436.8,0,30790.66,3,16034.49,156227.44,352.41,267405.02,26740502
q390000_d100,745.16,440.51,0,31839.13,3,16117.36,151863.75,353.3,268076.56,26807656
q391000_d100,736.9,438.53,0,31761.34,3,16199.71,153013.44,354.21,268768.27,26876827
q392000_d100,737.61,440.77,0,31632.32,3,16283.01,154427.58,355.14,269483.53,26948353
q393000_d100,736.91,440.98,0,31781.39,3,16365.78,154484.51,356.05,270177.64,27017764
q394000_d100,747.69,448.32,0,32589.52,3,16449.5,151424.49,356.96,270870.55,27087055
q395000_d100,750.21,449.41,0,32118.92,3,16533.44,154427.16,357.86,271554.97,27155497
q396000_d100,742.94,444.23,0,32054.5,3,16616.84,155518.02,358.76,272229.92,27222992
q397000_d100,746.18,446.04,0,32046.03,3,16700.45,156341.82,359.66,272918.69,27291869
q398000_d100,748.47,448.62,0,32411.41,3,16785.03,155362.25,360.58,273619.37,27361937
q399000_d100,762.29,450.55,0,32467.4,3,16869.82,155877.79,361.47,274291.35,27429135
q400000_d100,761.37,451.52,0,32268.93,3,16954.06,157619.7,362.39,274995.31,27499531
q401000_d100,752.61,451.89,0,33138.71,3,17039.28,154254.14,363.33,275720.54,27572054
q402000_d100,754.06,476.68,0,33467.62,3,17123.94,153497.08,364.22,276388.32,27638832
q403000_d100,756.18,453.23,0,33296.5,3,17209.58,155057.58,365.12,277068.85,27706885
q404000_d100,774.71,462.14,0,33342.14,3,17295.44,155617.85,366.02,277748.71,27774871
q405000_d100,776.04,465.05,0,33212.61,3,17380.74,156995.23,366.92,278433.54,27843354
q406000_d100,778.08,462.38,0,34256.23,3,17466.24,152961.15,367.84,279130.48,27913048
q407000_d100,770.21,458.9,0,34238.53,3,17552.74,153798.09,368.73,279803.53,27980353
q408000_d100,790.25,468.81,0,34243.86,3,17639.44,154533.75,369.63,280476.9,28047690
q409000_d100,783.23,463.77,0,34749.63,3,17725.58,153028.24,370.53,281162.35,28116235
q410000_d100,777.09,462.91,0,34291.88,3,17812.71,155833.19,371.45,281863.33,28186333
q411000_d100,783.12,468.4,0,34707.85,3,17899.27,154713.76,372.35,282546.06,28254606
q412000_d100,785.68,467.78,0,34290.87,3,17986.83,157361.1,373.24,283212.28,28321228
q413000_d100,780.81,467.23,0,34834.5,3,18074.6,155661.22,374.16,283917.78,28391778
q414000_d100,786.9,467.54,0,34585.03,3,18161.8,157540.4,375.07,284607.03,28460703
q415000_d100,796.02,471.21,0,34972.75,3,18249.2,156543.6,375.99,285313.75,28531375
q416000_d100,796.31,477.95,0,35010.94,3,18337.61,157130.37,376.89,285997.43,28599743
q417000_d100,802.58,479.69,0,35392.74,3,18426.23,156186.49,377.79,286674.33,28667433
q418000_d100,789.09,472.99,0,34518.92,3,18514.27,160905.39,378.68,287342.03,28734203
q419000_d100,785.65,471.15,0,36153.92,3,18603.31,154367.62,379.61,288055.88,28805588
q420000_d100,789.99,479.7,0,35989.68,3,18691.77,155809.43,380.51,288747.51,28874751
q421000_d100,800.79,476.56,0,36081.52,3,18781.24,156156.76,381.41,289426,28942600
q422000_d100,802.92,479.1,0,37011.45,3,18870.93,152960.2,382.31,290099.75,29009975
q423000_d100,786.25,475.83,0,36085.26,3,18960.02,157626.87,383.22,290798.12,29079812
q424000_d100,798.97,478.83,0,36778.77,3,19049.32,155383.04,384.14,291499.78,29149978
q425000_d100,806.13,480.57,0,37057.36,3,19139.65,154946.13,385.04,292182.58,29218258
q426000_d100,810.09,485.1,0,37592.39,3,19230.18,153463.35,385.94,292852.93,29285293
q427000_d100,801.62,482.42,0,37837.15,3,19320.12,153183.74,386.82,293517.31,29351731
q428000_d100,813.25,484.18,0,37181.86,3,19411.08,156617.35,387.73,294203.94,29420394
q429000_d100,801.57,483.06,0,37612.52,3,19501.44,155544.76,388.67,294932.52,29493252
q430000_d100,800.56,484.13,0,38069.3,3,19592.82,154398.59,389.59,295645.3,29564530
q431000_d100,803.98,484.89,0,37736.95,3,19684.42,156486.61,390.5,296331.12,29633112
q432000_d100,805.67,486.24,0,34640.36,3,19775.41,171263.36,391.38,296996.02,29699602
q433000_d100,808.75,487.21,0,38025.49,3,19866.61,156736.55,392.27,297659.11,29765911
q434000_d100,839.31,507.49,0,38883.71,3,19958.85,153988.79,393.2,298379.34,29837934
q435000_d100,812.14,489.23,0,38599.63,3,20051.3,155840.61,394.1,299059.85,29905985
q436000_d100,812.18,494.98,0,38589.99,3,20143.13,156593.48,395.01,299754.46,29975446
q437000_d100,827.03,495.19,0,39412.03,3,20236.01,154034.29,395.91,300427.1,30042710
q438000_d100,818.33,493.39,0,39752.89,3,20328.27,153409.74,396.8,301091.51,30109151
q439000_d100,829.56,500.62,0,39417.98,3,20421.57,155423.24,397.72,301796,30179600
q440000_d100,821.33,496.58,0,39375.97,3,20515.08,156301.55,398.62,302478.27,30247827
q441000_d100,823.51,496.65,0,39258.84,3,20607.97,157477.71,399.52,303157.44,30315744
q442000_d100,842.85,505.13,0,40421.8,3,20701.07,153637.92,400.43,303848.3,30384830
q443000_d100,834.49,501.02,0,39938.47,3,20795.22,156204.44,401.33,304530.96,30453096
q444000_d100,832.88,508.2,0,40052.74,3,20889.59,156465.62,402.24,305226.42,30522642
q445000_d100,829,501.44,0,40887.03,3,20983.32,153960.68,403.16,305924.39,30592439
q446000_d100,835.56,503.01,0,39432.64,3,21078.11,160360.37,404.08,306631.5,30663150
q447000_d100,840.63,508.94,0,40876.74,3,21172.26,155386.13,404.97,307304.49,30730449
q448000_d100,837.87,505.26,0,40753.04,3,21267.48,156558.71,405.88,307988.72,30798872
q449000_d100,861.02,516.42,0,41033.3,3,21362.91,156187.12,406.78,308675.85,30867585
q450000_d100,856.69,514.58,0,40821.37,3,21457.7,157694.6,407.7,309376.87,30937687
q451000_d100,844.25,510.68,0,41428.32,3,21552.69,156072.18,408.61,310069.72,31006972
q452000_d100,849.87,513.78,0,40995.12,3,21648.76,158424.43,409.52,310768.44,31076844
q453000_d100,846.47,509.79,0,41780.93,3,21745.04,156136.12,410.41,311433.76,31143376
q454000_d100,846.26,515.03,0,41708.83,3,21840.67,157093.85,411.31,312107.31,31210731
q455000_d100,853.06,513.96,0,42442.81,3,21937.38,155060.71,412.22,312803.95,31280395
q456000_d100,858.64,516,0,42138.78,3,22033.43,156863.3,413.13,313504.52,31350452
q457000_d100,852.62,515.21,0,42859.07,3,22130.56,154906.93,414.05,314207.4,31420740
q458000_d100,878.4,528.57,0,43281.33,3,22227.9,154070.37,414.96,314892.68,31489268
q459000_d100,864.89,520.32,0,42572.1,3,22324.59,157318.42,415.85,315558.82,31555882
q460000_d100,852.31,518.84,0,42926.75,3,22421.48,156695.86,416.74,316234.88,31623488
q461000_d100,863.8,525.45,0,43585.77,3,22519.46,155001.03,417.63,316897.37,31689737
q462000_d100,867.55,524.64,0,44096.44,3,22617.66,153874.04,418.55,317599.7,31759970
q463000_d100,870.11,526.24,0,44031.64,3,22715.19,154764.96,419.47,318304.75,31830475
q464000_d100,866.58,529.47,0,43602.64,3,22813.81,156966.23,420.38,318996.13,31899613
q465000_d100,872.8,525.87,0,44207.09,3,22911.75,155484.69,421.27,319662.37,31966237
q466000_d100,871.66,530.99,0,44632.22,3,23010.8,154669.44,422.18,320359.11,32035911
q467000_d100,873.86,533.81,0,44533.59,3,23110.06,155680.64,423.08,321044.16,32104416
q468000_d100,872.89,526.7,0,44396.44,3,23208.64,156827.75,424,321739.04,32173904
q469000_d100,873.72,529.6,0,44856.65,3,23307.43,155879.46,424.91,322439.35,32243935
q470000_d100,892.54,537.73,0,45566.11,3,23407.33,154110.13,425.82,323128.08,32312808
q471000_d100,883.76,532.71,0,40044.26,4,15671.93,156546.07,426.72,323804.9,32380490
q472000_d100,877.35,532.6,0,39906.53,4,15737.61,157744.73,427.63,324506.17,32450617
q473000_d100,891.22,536.36,0,39704.36,4,15805.24,159229.23,428.54,325189.25,32518925
q474000_d100,881.41,536.2,0,41060.99,4,15871.2,154610.98,429.46,325896.63,32589663
q475000_d100,895.03,541.17,0,40832.91,4,15939.11,156139.84,430.36,326579.58,32657958
q476000_d100,889.36,538.89,0,40510.72,4,16006.26,158044.68,431.25,327252.26,32725226
q477000_d100,903.91,542.98,0,40539.02,4,16073.55,158598.27,432.16,327936.79,32793679
q478000_d100,895.1,542.65,0,41534.36,4,16140.07,155438.2,433.06,328619.46,32861946
q479000_d100,897.63,544.99,0,41431.31,4,16208.55,156485.99,433.95,329289.36,32928936
q480000_d100,905.82,552.03,0,42345,4,16276.26,153772.77,434.87,329991.91,32999191
q481000_d100,905.36,547.03,0,41069.18,4,16344.12,159186.19,435.77,330674.32,33067432
q482000_d100,916.46,552.24,0,41271.56,4,16412.11,159064.61,436.67,331354.91,33135491
q483000_d100,906.95,548.52,0,42094.31,4,16480.25,156603.08,437.59,332059.5,33205950
q484000_d100,908.67,548.67,0,41948.68,4,16548.53,157797.83,438.49,332734.49,33273449
q485000_d100,913.05,553.12,0,41718.62,4,16616.94,159324,439.4,333431.66,33343166
q486000_d100,917.79,552.89,0,42281.5,4,16685.5,157851.56,440.32,334138.89,33413889
q487000_d100,918,555.06,0,42654.15,4,16754.2,157116.75,441.23,334830.11,33483011
q488000_d100,917.91,555.84,0,42401.2,4,16823.05,158703.47,442.13,335512.16,33551216
q489000_d100,914.61,555.19,0,42251.62,4,16892.03,159918.4,443.04,336198.39,33619839
q490000_d100,923.01,556.82,0,42644.2,4,16961.15,159094.59,443.93,336868.53,33686853
q491000_d100,919.39,558.88,0,43500.58,4,17030.42,156599.46,444.84,337555.89,33755589
q492000_d100,922.88,556.58,0,43161.25,4,17099.83,158473.86,445.74,338235.07,33823507
q493000_d100,922,559.84,0,42959.59,4,17169.37,159865.34,446.66,338950.53,33895053
q494000_d100,934.97,562.68,0,44299.54,4,17240,155667.56,447.55,339616.42,33961642
q495000_d100,939.15,569.66,0,44171.42,4,17308.89,156742.91,448.47,340313.42,34031342
q496000_d100,947.08,572.32,0,43916.63,4,17378.86,158289.58,449.36,340979.44,34097944
q497000_d100,939.19,569.12,0,43715.79,4,17448.97,159658.35,450.28,341686.37,34168637
q498000_d100,939.88,566.36,0,45309.86,4,17520.18,154669.9,451.2,342397.1,34239710
q499000_d100,950.62,576.04,0,44974.96,4,17589.62,156439.26,452.09,343061.38,34306138
q500000_d100,933.51,567.2,0,43864.21,4,17661.11,161052.61,453,343752.12,34375212
