Circuit,Initial time,Schedule time,Transfer time,Simulation time,Power consumption,Energy consumption,Tableau partitions,Tableau memory,Tableau step speed,Circuit memory,Average of parallel gates,Clifford gates
q161000,0.03,580.89,0.00,18.21,49.09,0.89,1.00,6.04,331.53,1.48,0.00,113756.00
q162000,0.02,579.02,0.00,18.34,49.22,0.90,1.00,6.11,333.44,1.49,0.00,114471.00
q163000,0.03,588.60,0.00,17.61,49.69,0.88,1.00,6.19,351.37,1.50,0.00,115167.00
q164000,0.03,598.12,0.00,17.80,48.78,0.87,1.00,6.26,351.95,1.51,0.00,115865.00
q165000,0.03,609.97,0.00,18.04,48.10,0.87,1.00,6.34,351.71,1.52,0.00,116580.00
q166000,0.02,605.59,0.00,17.95,49.64,0.89,1.00,6.42,357.48,1.53,0.00,117319.00
q167000,0.02,621.62,0.00,18.14,49.17,0.89,1.00,6.50,358.15,1.54,0.00,117993.00
q168000,0.02,620.29,0.00,18.41,48.25,0.89,1.00,6.57,356.96,1.55,0.00,118705.00
q169000,0.02,627.47,0.00,18.70,48.15,0.90,1.00,6.65,355.81,1.56,0.00,119417.00
q170000,0.02,638.16,0.00,18.93,48.87,0.92,1.00,6.73,355.75,1.56,0.00,120112.00
q171000,0.02,662.69,0.00,20.24,48.47,0.98,1.00,6.81,336.45,1.57,0.00,120814.00
q172000,0.02,660.66,0.00,20.02,49.22,0.99,1.00,6.89,344.10,1.58,0.00,121526.00
q173000,0.05,695.77,0.00,20.71,48.59,1.01,1.00,6.97,336.69,1.59,0.00,122236.00
q174000,0.02,679.89,0.00,19.71,48.20,0.95,1.00,7.05,357.78,1.60,0.00,122943.00
q175000,0.02,678.15,0.00,19.93,48.35,0.96,1.00,7.13,358.00,1.61,0.00,123664.00
q176000,0.02,696.46,0.00,19.92,49.44,0.98,1.00,7.21,361.98,1.62,0.00,124373.00
q177000,0.03,714.94,0.00,20.25,48.30,0.98,1.00,7.30,360.26,1.63,0.00,125071.00
q178000,0.03,716.82,0.00,20.50,48.47,0.99,1.00,7.38,360.10,1.64,0.00,125777.00
q179000,0.05,732.87,0.00,20.86,47.41,0.99,1.00,7.46,357.73,1.65,0.00,126491.00
q180000,0.02,743.27,0.00,20.99,48.35,1.01,1.00,7.55,359.46,1.66,0.00,127193.00
q181000,0.02,752.54,0.00,21.29,47.52,1.01,1.00,7.63,358.54,1.67,0.00,127887.00
q182000,0.03,752.62,0.00,22.77,47.13,1.07,1.00,7.71,338.74,1.68,0.00,128591.00
q183000,0.03,773.70,0.00,23.03,47.34,1.09,1.00,7.80,338.65,1.68,0.00,129290.00
q184000,0.05,746.73,0.00,21.93,48.02,1.05,1.00,7.88,359.50,1.69,0.00,129985.00
q185000,0.02,755.19,0.00,22.22,47.64,1.06,1.00,7.97,358.74,1.70,0.00,130691.00
q186000,0.03,785.59,0.00,22.47,47.06,1.06,1.00,8.06,358.73,1.71,0.00,131385.00
q187000,0.06,809.22,0.00,22.56,46.72,1.05,1.00,8.14,360.90,1.72,0.00,132094.00
q188000,0.03,814.31,0.00,22.75,46.91,1.07,1.00,8.23,361.86,1.73,0.00,132804.00
q189000,0.03,814.82,0.00,23.06,47.70,1.10,1.00,8.32,360.93,1.74,0.00,133489.00
q190000,0.02,842.22,0.00,23.44,45.89,1.08,1.00,8.41,358.68,1.75,0.00,134196.00
q191000,0.04,828.70,0.00,23.73,47.11,1.12,1.00,8.50,358.08,1.76,0.00,134912.00
q192000,0.02,819.61,0.00,25.29,46.13,1.17,1.00,8.58,339.45,1.77,0.00,135598.00
q193000,0.02,829.38,0.00,25.56,46.11,1.18,1.00,8.68,339.37,1.78,0.00,136293.00
q194000,0.03,855.67,0.00,25.88,46.03,1.19,1.00,8.77,338.76,1.78,0.00,137007.00
q195000,0.06,883.29,0.00,24.76,45.78,1.13,1.00,8.85,357.54,1.79,0.00,137723.00
q196000,0.02,893.64,0.00,24.85,45.53,1.13,1.00,8.95,360.10,1.80,0.00,138400.00
q197000,0.05,904.50,0.00,25.09,45.30,1.14,1.00,9.04,360.27,1.81,0.00,139117.00
q198000,0.04,893.09,0.00,25.25,45.60,1.15,1.00,9.13,361.53,1.82,0.00,139849.00
q199000,0.03,923.62,0.00,25.52,44.95,1.15,1.00,9.22,361.50,1.83,0.00,140519.00
q200000,0.03,935.07,0.00,25.91,45.35,1.18,1.00,9.31,359.50,1.84,0.00,141222.00
q201000,0.03,950.24,0.00,26.17,44.79,1.17,1.00,9.41,359.47,1.85,0.00,141935.00
q202000,0.02,912.70,0.00,26.43,45.41,1.20,1.00,9.51,359.64,1.86,0.00,142668.00
q203000,0.02,962.95,0.00,28.30,44.62,1.26,1.00,9.60,339.05,1.87,0.00,143393.00
q204000,0.05,951.09,0.00,28.57,44.72,1.28,1.00,9.69,339.21,1.88,0.00,144086.00
