Circuit,Initial time,Schedule time,Transfer time,Simulation time,Power consumption,Energy consumption,Tableau partitions,Tableau memory,Tableau step speed,Circuit memory,Average of parallel gates,Clifford gates
q146000,0.02,463.35,0.00,29.95,53.80,1.61,1.00,5082.15,169690.77,1.34,103134.00,103134.00
q147000,0.02,481.17,0.00,30.06,54.45,1.64,1.00,5152.01,171382.94,1.35,103842.00,103842.00
q148000,0.03,502.01,0.00,30.26,53.46,1.62,1.00,5222.34,172568.64,1.36,104540.00,104540.00
q149000,0.05,487.07,0.00,31.17,53.69,1.67,1.00,5293.15,169829.55,1.37,105247.00,105247.00
q150000,0.02,495.35,0.00,31.51,53.78,1.69,1.00,5364.44,170253.89,1.38,105958.00,105958.00
q151000,0.03,508.85,0.00,31.58,52.51,1.66,1.00,5436.20,172124.41,1.39,106659.00,106659.00
q152000,0.07,509.26,0.00,31.87,53.43,1.70,1.00,5508.44,172824.69,1.40,107394.00,107394.00
q153000,0.03,505.03,0.00,32.70,53.69,1.76,1.00,5581.16,170703.77,1.41,108096.00,108096.00
q154000,0.06,530.33,0.00,33.83,51.56,1.74,1.00,5654.35,167142.82,1.42,108809.00,108809.00
q155000,0.10,537.62,0.00,33.87,51.87,1.76,1.00,5728.02,169133.55,1.43,109515.00,109515.00
q156000,0.07,541.09,0.00,33.87,52.09,1.76,1.00,5802.17,171294.72,1.44,110230.00,110230.00
q157000,0.02,558.87,0.00,34.27,51.63,1.77,1.00,5876.80,171462.70,1.45,110921.00,110921.00
q158000,0.09,562.92,0.00,34.74,50.84,1.77,1.00,5951.90,171345.41,1.45,111613.00,111613.00
q159000,0.03,572.55,0.00,35.19,50.82,1.79,1.00,6027.48,171267.17,1.46,112322.00,112322.00
q160000,0.03,579.88,0.00,33.16,49.74,1.65,1.00,6103.53,184072.11,1.47,113047.00,113047.00
q161000,0.05,588.46,0.00,37.08,49.55,1.84,1.00,6180.07,166671.02,1.48,113756.00,113756.00
q162000,0.02,594.24,0.00,37.42,49.44,1.85,1.00,6257.08,167212.25,1.49,114471.00,114471.00
q163000,0.03,608.46,0.00,38.11,49.58,1.89,1.00,6334.56,166231.09,1.50,115167.00,115167.00
q164000,0.05,605.53,0.00,38.11,51.22,1.95,1.00,6412.53,168244.09,1.51,115865.00,115865.00
q165000,0.03,613.17,0.00,39.26,49.51,1.94,1.00,6490.97,165352.36,1.52,116580.00,116580.00
q166000,0.02,625.07,0.00,39.15,50.00,1.96,1.00,6569.88,167797.29,1.53,117319.00,117319.00
q167000,0.10,611.19,0.00,39.09,50.97,1.99,1.00,6649.28,170088.81,1.54,117993.00,117993.00
q168000,0.03,641.14,0.00,38.92,50.02,1.95,1.00,6729.15,172897.08,1.55,118705.00,118705.00
q169000,0.03,632.02,0.00,39.42,50.44,1.99,1.00,6809.49,172746.48,1.56,119417.00,119417.00
q170000,0.03,652.59,0.00,39.64,48.98,1.94,1.00,6890.32,173807.02,1.56,120112.00,120112.00
q171000,0.03,674.35,0.00,40.50,49.89,2.02,1.00,6971.62,172125.98,1.57,120814.00,120814.00
q172000,0.03,676.93,0.00,40.21,51.57,2.07,1.00,7053.40,175431.55,1.58,121526.00,121526.00
q173000,0.05,693.15,0.00,41.43,50.23,2.08,1.00,7135.65,172250.82,1.59,122236.00,122236.00
q174000,0.02,693.48,0.00,42.12,49.12,2.07,1.00,7218.38,171376.58,1.60,122943.00,122943.00
q175000,0.02,712.72,0.00,42.81,49.61,2.12,1.00,7301.59,170575.48,1.61,123664.00,123664.00
q176000,0.03,727.52,0.00,42.33,48.21,2.04,1.00,7385.27,174487.65,1.62,124373.00,124373.00
q177000,0.03,724.75,0.00,44.25,48.28,2.14,1.00,7469.44,168804.70,1.63,125071.00,125071.00
q178000,0.06,743.39,0.00,44.89,49.34,2.21,1.00,7554.07,168287.24,1.64,125777.00,125777.00
q179000,0.02,744.11,0.00,44.95,47.73,2.15,1.00,7639.19,169937.30,1.65,126491.00,126491.00
q180000,0.03,753.98,0.00,45.18,48.52,2.19,1.00,7724.78,170993.10,1.66,127193.00,127193.00
q181000,0.06,769.36,0.00,46.40,47.69,2.21,1.00,7810.85,168346.70,1.67,127887.00,127887.00
q182000,0.03,764.52,0.00,46.79,47.48,2.22,1.00,7897.40,168796.53,1.68,128591.00,128591.00
q183000,0.06,784.97,0.00,46.74,47.37,2.21,1.00,7984.42,170828.00,1.68,129290.00,129290.00
q184000,0.03,793.14,0.00,47.18,50.33,2.37,1.00,8071.92,171082.34,1.69,129985.00,129985.00
q185000,0.03,797.01,0.00,48.26,47.01,2.27,1.00,8159.90,169085.68,1.70,130691.00,130691.00
q186000,0.05,819.10,0.00,49.29,48.65,2.40,1.00,8248.35,167336.90,1.71,131385.00,131385.00
q187000,0.02,829.27,0.00,49.54,46.93,2.32,1.00,8337.28,168299.03,1.72,132094.00,132094.00
q188000,0.05,834.11,0.00,49.69,48.28,2.40,1.00,8426.69,169601.36,1.73,132804.00,132804.00
q189000,0.06,839.00,0.00,49.87,49.30,2.46,1.00,8516.57,170762.42,1.74,133489.00,133489.00
q190000,0.03,832.34,0.00,50.53,47.91,2.42,1.00,8606.93,170321.57,1.75,134196.00,134196.00
q191000,0.06,861.32,0.00,51.10,51.00,2.61,1.00,8697.77,170219.51,1.76,134912.00,134912.00
q192000,0.03,860.93,0.00,48.07,46.42,2.23,1.00,8789.08,182857.06,1.77,135598.00,135598.00
q193000,0.06,874.62,0.00,52.30,45.81,2.40,1.00,8880.88,169807.95,1.78,136293.00,136293.00
q194000,0.02,879.54,0.00,52.72,45.84,2.42,1.00,8973.15,170208.81,1.78,137007.00,137007.00
q195000,0.03,883.28,0.00,53.39,46.31,2.47,1.00,9065.89,169794.03,1.79,137723.00,137723.00
q196000,0.03,905.55,0.00,53.52,45.92,2.46,1.00,9159.11,171145.61,1.80,138400.00,138400.00
q197000,0.03,916.09,0.00,54.82,46.23,2.53,1.00,9252.81,168797.77,1.81,139117.00,139117.00
q198000,0.05,912.17,0.00,55.51,49.25,2.73,1.00,9346.99,168373.58,1.82,139849.00,139849.00
q199000,0.03,922.75,0.00,56.59,46.34,2.62,1.00,9441.64,166846.02,1.83,140519.00,140519.00
q200000,0.05,940.69,0.00,55.81,45.53,2.54,1.00,9536.77,170867.11,1.84,141222.00,141222.00
q201000,0.03,968.33,0.00,56.51,45.09,2.55,1.00,9632.37,170448.29,1.85,141935.00,141935.00
q202000,0.02,941.42,0.00,57.55,46.97,2.70,1.00,9728.46,169049.53,1.86,142668.00,142668.00
q203000,0.03,958.86,0.00,58.38,50.59,2.95,1.00,9825.01,168301.41,1.87,143393.00,143393.00
q204000,0.03,950.81,0.00,57.60,48.09,2.77,1.00,9922.05,172262.38,1.88,144086.00,144086.00
q205000,0.06,970.44,0.00,59.13,45.75,2.71,1.00,10019.57,169452.67,1.89,144782.00,144782.00
q206000,0.03,1001.33,0.00,60.22,46.33,2.79,1.00,10117.56,168007.10,1.90,145460.00,145460.00
q207000,0.03,1013.93,0.00,61.06,46.72,2.85,1.00,10216.02,167318.36,1.91,146162.00,146162.00
q208000,0.03,996.68,0.00,60.21,45.26,2.73,1.00,10314.97,171303.92,1.91,146865.00,146865.00
q209000,0.09,1004.25,0.00,61.41,49.12,3.02,1.00,10414.39,169600.31,1.92,147589.00,147589.00
q210000,0.03,1012.95,0.00,62.31,46.48,2.90,1.00,10514.28,168737.49,1.93,148323.00,148323.00
q211000,0.05,1025.06,0.00,61.06,45.82,2.80,1.00,10614.66,173839.85,1.94,149045.00,149045.00
q212000,0.02,1037.71,0.00,61.85,44.35,2.74,1.00,10715.51,173237.38,1.95,149735.00,149735.00
q213000,0.03,1048.36,0.00,62.41,48.04,3.00,1.00,10816.84,173331.49,1.96,150406.00,150406.00
q214000,0.02,1066.80,0.00,63.62,46.94,2.99,1.00,10918.64,171628.40,1.97,151116.00,151116.00
q215000,0.02,1071.76,0.00,63.10,46.44,2.93,1.00,11020.92,174647.15,1.98,151794.00,151794.00
q216000,0.02,1081.08,0.00,64.81,45.05,2.92,1.00,11123.68,171631.32,1.99,152506.00,152506.00
q217000,0.03,1095.23,0.00,65.63,44.26,2.91,1.00,11226.92,171064.12,2.00,153207.00,153207.00
q218000,0.05,1105.00,0.00,67.73,41.44,2.81,1.00,11330.63,167291.60,2.01,153925.00,153925.00
q219000,0.03,1129.92,0.00,67.91,44.11,3.00,1.00,11434.82,168388.40,2.02,154631.00,154631.00
q220000,0.06,1150.15,0.00,68.07,47.29,3.22,1.00,11539.49,169527.63,2.02,155350.00,155350.00
q221000,0.03,1151.51,0.00,68.91,40.67,2.80,1.00,11644.63,168974.58,2.03,156038.00,156038.00
q222000,0.06,1174.62,0.00,69.54,46.87,3.26,1.00,11750.25,168972.30,2.04,156756.00,156756.00
q223000,0.06,1151.32,0.00,70.34,47.69,3.35,1.00,11856.34,168566.70,2.05,157482.00,157482.00
q224000,0.06,1198.13,0.00,64.99,41.21,2.68,1.00,11962.92,184079.30,2.06,158212.00,158212.00
q225000,0.03,1206.00,0.00,72.66,42.58,3.09,1.00,12069.97,166114.28,2.07,158903.00,158903.00
q226000,0.06,1208.02,0.00,73.52,42.66,3.14,1.00,12177.49,165625.16,2.08,159599.00,159599.00
q227000,0.03,1220.19,0.00,75.07,43.66,3.28,1.00,12285.50,163646.32,2.09,160308.00,160308.00
q228000,0.03,1230.35,0.00,74.97,40.69,3.05,1.00,12393.98,165309.65,2.10,160999.00,160999.00
q229000,0.03,1228.19,0.00,77.43,42.59,3.30,1.00,12502.94,161470.47,2.11,161705.00,161705.00
q230000,0.03,1235.73,0.00,78.00,47.02,3.67,1.00,12612.37,161703.30,2.12,162400.00,162400.00
q231000,0.06,1272.52,0.00,77.96,43.86,3.42,1.00,12722.28,163185.28,2.12,163078.00,163078.00
q232000,0.03,1273.36,0.00,77.40,48.44,3.75,1.00,12832.67,165792.72,2.13,163779.00,163779.00
q233000,0.06,1261.95,0.00,77.19,46.31,3.58,1.00,12943.53,167673.27,2.14,164476.00,164476.00
q234000,0.02,1292.96,0.00,78.48,44.67,3.51,1.00,13054.88,166343.97,2.15,165199.00,165199.00
q235000,0.03,1310.98,0.00,79.80,43.96,3.51,1.00,13166.69,164994.47,2.16,165914.00,165914.00
q236000,0.03,1332.56,0.00,79.59,47.03,3.74,1.00,13278.99,166845.29,2.17,166654.00,166654.00
q237000,0.06,1337.31,0.00,81.26,44.87,3.65,1.00,13391.76,164796.45,2.18,167361.00,167361.00
q238000,0.03,1359.81,0.00,82.94,48.41,4.01,1.00,13505.01,162838.06,2.19,168069.00,168069.00
q239000,0.06,1347.21,0.00,83.51,48.42,4.04,1.00,13618.74,163075.35,2.20,168763.00,168763.00
q240000,0.06,1370.52,0.00,82.08,43.77,3.59,1.00,13732.94,167305.55,2.21,169480.00,169480.00
q241000,0.05,1385.96,0.00,84.21,42.91,3.61,1.00,13847.62,164448.64,2.22,170176.00,170176.00
q242000,0.05,1413.66,0.00,84.73,44.32,3.75,1.00,13962.77,164786.78,2.23,170843.00,170843.00
q243000,0.03,1411.86,0.00,85.22,45.88,3.91,1.00,14078.41,165207.01,2.24,171542.00,171542.00
q244000,0.06,1406.61,0.00,85.31,42.74,3.65,1.00,14194.52,166380.69,2.25,172239.00,172239.00
q245000,0.02,1430.86,0.00,88.15,47.89,4.22,1.00,14311.10,162344.98,2.25,172918.00,172918.00
q246000,0.05,1450.24,0.00,88.18,45.03,3.97,1.00,14428.17,163613.54,2.26,173625.00,173625.00
q247000,0.05,1457.88,0.00,87.63,42.82,3.75,1.00,14545.71,165991.23,2.27,174335.00,174335.00
q248000,0.02,1467.37,0.00,87.64,47.62,4.17,1.00,14663.73,167319.79,2.28,175063.00,175063.00
q249000,0.05,1479.81,0.00,89.59,44.95,4.03,1.00,14782.22,164990.12,2.29,175737.00,175737.00
q250000,0.03,1493.72,0.00,90.49,48.27,4.37,1.00,14901.19,164678.72,2.30,176445.00,176445.00
q251000,0.05,1492.42,0.00,92.01,42.59,3.92,1.00,15020.64,163253.75,2.31,177148.00,177148.00
q252000,0.03,1528.62,0.00,90.59,45.57,4.13,1.00,15140.56,167139.67,2.32,177849.00,177849.00
q253000,0.03,1522.93,0.00,91.37,46.30,4.23,1.00,15260.97,167028.86,2.33,178555.00,178555.00
q254000,0.05,1533.68,0.00,90.06,45.53,4.10,1.00,15381.84,170794.56,2.34,179260.00,179260.00
q255000,0.06,1535.06,0.00,91.41,41.08,3.76,1.00,15503.20,169601.77,2.35,179973.00,179973.00
q256000,0.05,1574.16,0.00,76.31,43.34,3.31,1.00,15625.03,204752.64,2.35,180643.00,180643.00
q257000,0.05,1592.82,0.00,92.15,45.30,4.17,1.00,15747.34,170897.66,2.36,181325.00,181325.00
q258000,0.02,1585.71,0.00,92.94,43.57,4.05,1.00,15870.12,170765.14,2.37,182051.00,182051.00
q259000,0.05,1600.81,0.00,95.04,46.84,4.45,1.00,15993.39,168286.01,2.38,182749.00,182749.00
q260000,0.03,1631.56,0.00,95.63,46.36,4.43,1.00,16117.13,168527.51,2.39,183435.00,183435.00
q261000,0.05,1651.05,0.00,98.89,44.92,4.44,1.00,16241.34,164234.87,2.40,184135.00,184135.00
q262000,0.06,1652.34,0.00,98.60,43.64,4.30,1.00,16366.04,165985.83,2.41,184857.00,184857.00
q263000,0.03,1649.93,0.00,99.83,47.51,4.74,1.00,16491.21,165192.07,2.42,185557.00,185557.00
q264000,0.05,1645.93,0.00,99.22,44.06,4.37,1.00,16616.85,167474.54,2.43,186275.00,186275.00
q265000,0.06,1671.31,0.00,100.13,44.89,4.49,1.00,16742.98,167208.23,2.44,186981.00,186981.00
q266000,0.03,1708.23,0.00,102.79,41.61,4.28,1.00,16869.58,164118.78,2.45,187663.00,187663.00
q267000,0.06,1748.72,0.00,103.56,46.46,4.81,1.00,16996.65,164131.06,2.46,188398.00,188398.00
q268000,0.06,1715.32,0.00,102.20,51.00,5.21,1.00,17124.21,167556.02,2.46,189096.00,189096.00
q269000,0.03,1728.79,0.00,103.81,50.21,5.21,1.00,17252.24,166199.49,2.47,189800.00,189800.00
q270000,0.06,1759.43,0.00,105.58,46.02,4.86,1.00,17380.75,164614.57,2.48,190502.00,190502.00
q271000,0.06,1781.74,0.00,106.23,51.04,5.42,1.00,17509.73,164822.35,2.49,191194.00,191194.00
q272000,0.03,1796.64,0.00,104.77,44.08,4.62,1.00,17639.19,168353.98,2.50,191892.00,191892.00
q273000,0.05,1798.90,0.00,107.66,52.43,5.64,1.00,17769.13,165047.88,2.51,192595.00,192595.00
q274000,0.06,1814.23,0.00,108.32,44.61,4.83,1.00,17899.55,165251.51,2.52,193277.00,193277.00
q275000,0.04,1815.80,0.00,108.25,42.48,4.60,1.00,18030.44,166564.51,2.53,193982.00,193982.00
q276000,0.07,1871.02,0.00,107.65,50.65,5.45,1.00,18161.81,168715.84,2.54,194664.00,194664.00
q277000,0.06,1874.39,0.00,111.20,46.75,5.20,1.00,18293.65,164514.55,2.55,195383.00,195383.00
q278000,0.02,1863.13,0.00,111.69,48.35,5.40,1.00,18425.97,164978.26,2.56,196084.00,196084.00
q279000,0.03,1924.65,0.00,111.26,49.13,5.47,1.00,18558.77,166807.93,2.57,196784.00,196784.00
q280000,0.09,1916.37,0.00,111.55,49.02,5.47,1.00,18692.05,167569.68,2.58,197478.00,197478.00
q281000,0.06,1909.48,0.00,115.10,48.39,5.57,1.00,18825.80,163560.59,2.58,198140.00,198140.00
q282000,0.03,1929.38,0.00,117.44,48.30,5.67,1.00,18960.03,161437.76,2.59,198861.00,198861.00
q283000,0.05,1951.27,0.00,118.85,48.04,5.71,1.00,19094.74,160663.14,2.60,199551.00,199551.00
q284000,0.03,2010.39,0.00,118.17,51.52,6.09,1.00,19229.92,162735.93,2.61,200258.00,200258.00
q285000,0.06,1984.94,0.00,120.20,49.95,6.00,1.00,19365.58,161111.73,2.62,200949.00,200949.00
q286000,0.03,2025.39,0.00,120.07,47.64,5.72,1.00,19501.72,162424.02,2.63,201671.00,201671.00
q287000,0.05,2029.33,0.00,121.75,49.90,6.08,1.00,19638.33,161304.79,2.64,202381.00,202381.00
q288000,0.03,2035.15,0.00,110.43,42.31,4.67,1.00,19775.42,179077.40,2.65,203107.00,203107.00
q289000,0.06,2074.23,0.00,122.48,48.66,5.96,1.00,19912.99,162579.07,2.66,203806.00,203806.00
q290000,0.06,2096.86,0.00,121.34,52.17,6.33,1.00,20051.04,165253.23,2.67,204499.00,204499.00
q291000,0.03,2100.30,0.00,123.29,52.10,6.42,1.00,20189.56,163760.35,2.68,205211.00,205211.00
q292000,0.05,2104.48,0.00,125.09,47.47,5.94,1.00,20328.56,162505.04,2.69,205916.00,205916.00
q293000,0.06,2116.14,0.00,125.21,49.37,6.18,1.00,20468.03,163463.94,2.69,206617.00,206617.00
q294000,0.05,2158.32,0.00,127.56,46.47,5.93,1.00,20607.98,161555.72,2.70,207333.00,207333.00
q295000,0.03,2133.42,0.00,125.30,51.94,6.51,1.00,20748.41,165587.55,2.71,208040.00,208040.00
q296000,0.06,2179.04,0.00,125.90,46.33,5.83,1.00,20889.32,165926.42,2.72,208738.00,208738.00
q297000,0.06,2197.34,0.00,123.05,49.14,6.05,1.00,21030.70,170915.30,2.73,209423.00,209423.00
q298000,0.06,2183.34,0.00,127.29,45.91,5.84,1.00,21172.56,166338.73,2.74,210127.00,210127.00
q299000,0.06,2200.10,0.00,124.98,45.70,5.71,1.00,21314.90,170541.18,2.75,210817.00,210817.00
q300000,0.03,2250.25,0.00,126.88,45.92,5.83,1.00,21457.71,169112.95,2.76,211527.00,211527.00
q301000,0.06,2240.70,0.00,127.50,46.98,5.99,1.00,21601.00,169417.60,2.77,212210.00,212210.00
q302000,0.06,2228.53,0.00,131.87,54.15,7.14,1.00,21744.76,164892.52,2.78,212917.00,212917.00
q303000,0.03,2314.57,0.00,132.45,46.61,6.17,1.00,21889.01,165262.35,2.79,213609.00,213609.00
q304000,0.06,2235.17,0.00,133.24,49.98,6.66,1.00,22033.73,165373.71,2.79,214316.00,214316.00
q305000,0.06,2272.88,0.00,134.67,45.39,6.11,1.00,22178.92,164689.41,2.80,215016.00,215016.00
q306000,0.03,2286.19,0.00,136.70,48.46,6.62,1.00,22324.60,163310.65,2.81,215702.00,215702.00
q307000,0.06,2285.05,0.00,135.98,50.08,6.81,1.00,22470.75,165251.68,2.82,216425.00,216425.00
q308000,0.06,2350.98,0.00,136.84,48.43,6.63,1.00,22617.38,165290.36,2.83,217112.00,217112.00
q309000,0.03,2333.73,0.00,141.06,47.29,6.67,1.00,22764.48,161376.97,2.84,217828.00,217828.00
q310000,0.06,2481.04,0.00,140.85,51.02,7.19,1.00,22912.06,162673.91,2.85,218559.00,218559.00
q311000,0.06,2386.90,0.00,139.91,49.31,6.90,1.00,23060.12,164821.17,2.86,219276.00,219276.00
q312000,0.09,2352.65,0.00,200.13,52.76,10.56,2.00,15472.44,154626.97,2.87,219974.00,219974.00
q313000,0.03,2460.44,0.00,203.54,54.80,11.15,2.00,15571.58,153010.32,2.88,220666.00,220666.00
q314000,0.03,2436.94,0.00,204.28,52.03,10.63,2.00,15671.64,153430.92,2.89,221376.00,221376.00
q315000,0.06,2422.10,0.00,205.87,58.65,12.07,2.00,15771.41,153214.40,2.90,222083.00,222083.00
q316000,0.06,2430.12,0.00,207.89,54.14,11.25,2.00,15871.51,152691.14,2.90,222778.00,222778.00
q317000,0.06,2439.59,0.00,211.47,53.32,11.28,2.00,15972.52,151060.76,2.91,223497.00,223497.00
q318000,0.03,2486.76,0.00,205.13,52.59,10.79,2.00,16073.25,156710.17,2.92,224201.00,224201.00
q319000,0.06,2501.16,0.00,211.55,55.37,11.71,2.00,16174.30,152912.32,2.93,224920.00,224920.00
q320000,0.06,2528.70,0.00,214.00,57.32,12.27,2.00,16276.27,152111.74,2.94,225624.00,225624.00
q321000,0.05,2504.28,0.00,210.02,59.36,12.46,2.00,16377.95,155967.09,2.95,226363.00,226363.00
q322000,0.06,2545.36,0.00,217.15,54.15,11.76,2.00,16479.95,151785.48,2.96,227056.00,227056.00
q323000,0.06,2605.70,0.00,216.73,53.83,11.67,2.00,16582.88,153025.98,2.97,227755.00,227755.00
q324000,0.06,2689.35,0.00,213.88,52.69,11.27,2.00,16685.51,156026.94,2.98,228459.00,228459.00
q325000,0.03,2594.86,0.00,220.56,55.00,12.13,2.00,16788.46,152231.87,2.99,229186.00,229186.00
q326000,0.03,2609.86,0.00,223.13,54.47,12.15,2.00,16892.35,151410.08,3.00,229907.00,229907.00
q327000,0.06,2613.00,0.00,223.43,56.70,12.67,2.00,16995.93,152140.46,3.01,230605.00,230605.00
q328000,0.06,2635.35,0.00,223.16,56.16,12.53,2.00,17099.83,153250.75,3.02,231316.00,231316.00
q329000,0.06,2690.25,0.00,223.74,61.56,13.77,2.00,17204.68,153793.69,3.02,232016.00,232016.00
q330000,0.06,2677.80,0.00,224.27,56.11,12.58,2.00,17309.22,154363.26,3.04,232746.00,232746.00
q331000,0.06,2741.41,0.00,229.12,57.44,13.16,2.00,17414.07,152010.96,3.04,233454.00,233454.00
q332000,0.06,2705.68,0.00,229.15,56.43,12.93,2.00,17519.87,152911.81,3.05,234161.00,234161.00
q333000,0.05,2748.59,0.00,229.52,58.77,13.49,2.00,17625.36,153586.95,3.06,234895.00,234895.00
q334000,0.06,2691.00,0.00,231.35,54.86,12.69,2.00,17731.16,153281.72,3.07,235632.00,235632.00
q335000,0.06,2792.42,0.00,233.52,60.02,14.01,2.00,17837.92,152776.64,3.08,236363.00,236363.00
q336000,0.05,2788.32,0.00,216.17,61.67,13.33,2.00,17944.36,166024.38,3.09,237046.00,237046.00
q337000,0.06,2800.07,0.00,238.86,58.90,14.07,2.00,18051.12,151145.09,3.10,237735.00,237735.00
q338000,0.09,2842.87,0.00,234.24,54.28,12.71,2.00,18158.84,155046.38,3.11,238435.00,238435.00
q339000,0.05,2867.47,0.00,242.28,64.26,15.57,2.00,18266.23,150784.24,3.12,239167.00,239167.00
q340000,0.06,2977.82,0.00,246.51,66.10,16.29,2.00,18373.94,149073.75,3.13,239889.00,239889.00
q341000,0.06,2886.59,0.00,238.28,59.85,14.26,2.00,18482.61,155136.37,3.14,240567.00,240567.00
q342000,0.05,2979.61,0.00,247.08,60.24,14.88,2.00,18590.95,150484.72,3.15,241276.00,241276.00
q343000,0.05,2888.15,0.00,249.79,61.21,15.29,2.00,18699.61,149725.39,3.15,241977.00,241977.00
