Circuit,Initial time,Schedule time,Transfer time,Simulation time,Power consumption,Energy consumption,Tableau partitions,Tableau memory,Tableau step speed,Circuit memory,Average of parallel gates,Clifford gates
q252000,0.02,1493.79,0.00,40.62,41.66,1.69,1.00,14.79,364.13,2.32,0.00,177849.00
q253000,0.02,1513.15,0.00,40.91,42.74,1.75,1.00,14.91,364.43,2.33,0.00,178555.00
q254000,0.02,1537.07,0.00,41.31,42.35,1.75,1.00,15.02,363.64,2.34,0.00,179260.00
q255000,0.05,1529.76,0.00,41.37,39.90,1.65,1.00,15.14,366.05,2.35,0.00,179973.00
q256000,0.05,1549.58,0.00,52.28,41.04,2.15,1.00,15.26,291.84,2.35,0.00,180643.00
q257000,0.03,1592.87,0.00,46.79,40.35,1.89,1.00,15.38,328.70,2.36,0.00,181325.00
q258000,0.05,1578.07,0.00,53.18,41.39,2.20,1.00,15.50,291.53,2.37,0.00,182051.00
q259000,0.05,1580.80,0.00,42.67,42.37,1.81,1.00,15.62,366.03,2.38,0.00,182749.00
q260000,0.05,1612.17,0.00,43.35,39.71,1.72,1.00,15.74,363.16,2.39,0.00,183435.00
q261000,0.05,1615.90,0.00,43.44,40.12,1.74,1.00,15.87,365.28,2.40,0.00,184135.00
q262000,0.02,1635.65,0.00,44.61,39.76,1.77,1.00,15.98,358.30,2.41,0.00,184857.00
q263000,0.02,1642.12,0.00,45.19,39.71,1.79,1.00,16.11,356.47,2.42,0.00,185557.00
q264000,0.03,1661.78,0.00,44.42,43.39,1.93,1.00,16.23,365.36,2.43,0.00,186275.00
q265000,0.05,1677.40,0.00,45.01,42.75,1.92,1.00,16.35,363.37,2.44,0.00,186981.00
q266000,0.07,1685.67,0.00,45.30,43.28,1.96,1.00,16.48,363.76,2.45,0.00,187663.00
q267000,0.02,1683.36,0.00,46.29,42.20,1.95,1.00,16.60,358.56,2.46,0.00,188398.00
q268000,0.05,1768.60,0.00,46.82,39.92,1.87,1.00,16.73,357.25,2.46,0.00,189096.00
q269000,0.05,1700.59,0.00,47.09,41.40,1.95,1.00,16.86,357.94,2.47,0.00,189800.00
q270000,0.03,1733.60,0.00,46.75,44.54,2.08,1.00,16.98,363.08,2.48,0.00,190502.00
q271000,0.05,1748.01,0.00,47.11,41.43,1.95,1.00,17.10,363.08,2.49,0.00,191194.00
q272000,0.05,1794.20,0.00,48.19,39.93,1.92,1.00,17.23,357.47,2.50,0.00,191892.00
q273000,0.02,1794.66,0.00,48.16,40.62,1.96,1.00,17.36,360.39,2.51,0.00,192595.00
q274000,0.06,1858.36,0.00,48.92,39.56,1.94,1.00,17.49,357.44,2.52,0.00,193277.00
q275000,0.05,1798.38,0.00,48.73,41.91,2.04,1.00,17.61,361.40,2.53,0.00,193982.00
q276000,0.02,1800.61,0.00,49.15,44.85,2.20,1.00,17.74,360.97,2.54,0.00,194664.00
q277000,0.05,1889.48,0.00,49.41,41.50,2.05,1.00,17.87,361.70,2.55,0.00,195383.00
q278000,0.05,1851.40,0.00,55.39,40.01,2.22,1.00,18.00,324.91,2.56,0.00,196084.00
q279000,0.02,1906.15,0.00,55.75,41.56,2.32,1.00,18.13,325.20,2.57,0.00,196784.00
q280000,0.05,1885.84,0.00,50.47,42.29,2.13,1.00,18.25,361.72,2.58,0.00,197478.00
q281000,0.05,1896.82,0.00,51.16,42.60,2.18,1.00,18.39,359.45,2.58,0.00,198140.00
q282000,0.02,1906.83,0.00,51.38,39.62,2.04,1.00,18.52,360.50,2.59,0.00,198861.00
q283000,0.03,1971.67,0.00,52.60,39.70,2.09,1.00,18.65,354.53,2.60,0.00,199551.00
q284000,0.07,1962.37,0.00,52.90,44.66,2.36,1.00,18.78,355.06,2.61,0.00,200258.00
q285000,0.05,2010.49,0.00,52.94,43.06,2.28,1.00,18.92,357.35,2.62,0.00,200949.00
q286000,0.02,1974.67,0.00,52.65,42.90,2.26,1.00,19.05,361.79,2.63,0.00,201671.00
q287000,0.05,2022.25,0.00,52.78,40.92,2.16,1.00,19.18,363.46,2.64,0.00,202381.00
q288000,0.05,2006.80,0.00,54.23,40.57,2.20,1.00,19.31,356.09,2.65,0.00,203107.00
q289000,0.02,2083.23,0.00,54.48,40.08,2.18,1.00,19.45,356.99,2.66,0.00,203806.00
q290000,0.05,2102.39,0.00,54.87,41.99,2.30,1.00,19.59,356.99,2.67,0.00,204499.00
q291000,0.05,2115.14,0.00,54.34,39.89,2.17,1.00,19.72,362.86,2.68,0.00,205211.00
q292000,0.05,2131.59,0.00,54.56,43.79,2.39,1.00,19.86,363.96,2.69,0.00,205916.00
q293000,0.02,2090.00,0.00,54.89,40.35,2.21,1.00,20.00,364.32,2.69,0.00,206617.00
q294000,0.03,2086.48,0.00,55.75,39.73,2.21,1.00,20.13,361.01,2.70,0.00,207333.00
q295000,0.08,2108.94,0.00,56.15,41.01,2.30,1.00,20.27,360.94,2.71,0.00,208040.00
q296000,0.05,2103.00,0.00,56.38,42.36,2.39,1.00,20.40,361.81,2.72,0.00,208738.00
q297000,0.05,2133.43,0.00,56.96,41.95,2.39,1.00,20.54,360.64,2.73,0.00,209423.00
q298000,0.03,2206.82,0.00,57.15,39.99,2.29,1.00,20.68,361.93,2.74,0.00,210127.00
q299000,0.06,2176.06,0.00,71.50,42.18,3.02,1.00,20.82,291.16,2.75,0.00,210817.00
q300000,0.04,2176.90,0.00,64.07,43.46,2.78,1.00,20.96,327.12,2.76,0.00,211527.00
